"t","c","o","h","l","v","date","s"
"1332892800","44.13895397388","44.090933416773","44.13895397388","44.13895397388","100","2012-03-28 00:00:00",""
"1332979200","43.994892302558","44.13895397388","43.994892302558","43.994892302558","120","2012-03-29 00:00:00",""
"1333238400","44.042912859665","43.994892302558","44.042912859665","43.898851188343","290","2012-04-01 00:00:00",""
"1333324800","44.186974530988","44.042912859665","44.186974530988","44.090933416773","1430","2012-04-02 00:00:00",""
"1333411200","44.13895397388","44.186974530988","44.234995088095","44.13895397388","1350","2012-04-03 00:00:00",""
"1333497600","44.13895397388","44.13895397388","44.427077316525","44.13895397388","1290","2012-04-04 00:00:00",""
"1333584000","44.090933416773","44.13895397388","44.090933416773","44.042912859665","80","2012-04-05 00:00:00",""
"1333843200","44.379056759417","44.090933416773","44.379056759417","44.13895397388","700","2012-04-08 00:00:00",""
"1333929600","44.571138987847","44.379056759417","44.667180102062","44.379056759417","850","2012-04-09 00:00:00",""
"1334016000","44.571138987847","44.571138987847","44.859262330491","44.427077316525","1490","2012-04-10 00:00:00",""
"1334102400","45.291447344458","44.571138987847","45.291447344458","44.715200659169","1160","2012-04-11 00:00:00",""
"1334188800","45.147385673136","45.291447344458","45.579570687103","44.811241773384","2510","2012-04-12 00:00:00",""
"1334448000","45.43550901578","45.147385673136","45.579570687103","45.291447344458","180","2012-04-15 00:00:00",""
"1334534400","45.579570687103","45.43550901578","45.579570687103","45.579570687103","1310","2012-04-16 00:00:00",""
"1334620800","45.387488458673","45.579570687103","46.155817372392","45.387488458673","2780","2012-04-17 00:00:00",""
"1334707200","46.059776258177","45.387488458673","46.251858486607","45.243426787351","2130","2012-04-18 00:00:00",""
"1334793600","46.011755701069","46.059776258177","46.636022943466","46.011755701069","2070","2012-04-19 00:00:00",""
"1335052800","46.972166843218","46.011755701069","46.972166843218","46.203837929499","300","2012-04-22 00:00:00",""
"1335225600","48.028619099581","46.972166843218","48.028619099581","47.164249071647","320","2012-04-24 00:00:00",""
"1335312000","48.989030241729","48.028619099581","48.989030241729","48.268721885118","170","2012-04-25 00:00:00",""
"1335398400","49.949441383878","48.989030241729","49.949441383878","49.229133027266","1810","2012-04-26 00:00:00",""
"1335657600","49.373194698589","49.949441383878","50.717770297596","49.373194698589","3240","2012-04-29 00:00:00",""
"1335744000","48.941009684622","49.373194698589","49.133091913052","48.076639656688","2230","2012-04-30 00:00:00",""
"1335916800","48.700906899085","48.941009684622","48.700906899085","48.700906899085","20","2012-05-02 00:00:00",""
"1336003200","49.421215255696","48.700906899085","49.421215255696","48.941009684622","1160","2012-05-03 00:00:00",""
"1336348800","49.661318041233","49.421215255696","49.661318041233","49.661318041233","30","2012-05-07 00:00:00",""
"1336435200","49.373194698589","49.661318041233","49.613297484126","49.373194698589","2330","2012-05-08 00:00:00",""
"1336521600","49.037050798837","49.373194698589","49.277153584374","48.7969480133","2450","2012-05-09 00:00:00",""
"1336608000","48.220701328011","49.037050798837","48.7969480133","47.884557428259","3370","2012-05-10 00:00:00",""
"1336867200","47.548413528507","48.220701328011","48.268721885118","47.500392971399","430","2012-05-13 00:00:00",""
"1336953600","47.164249071647","47.548413528507","47.356331300077","46.972166843218","150","2012-05-14 00:00:00",""
"1337040000","47.932577985366","47.164249071647","47.932577985366","47.356331300077","450","2012-05-15 00:00:00",""
"1337126400","48.844968570407","47.932577985366","48.844968570407","48.124660213796","880","2012-05-16 00:00:00",""
"1337212800","49.805379712555","48.844968570407","49.805379712555","49.085071355944","1340","2012-05-17 00:00:00",""
"1337472000","48.460804113548","49.805379712555","49.565276927018","48.460804113548","1330","2012-05-20 00:00:00",""
"1337558400","48.41278355644","48.460804113548","48.748927456192","47.740495756937","2080","2012-05-21 00:00:00",""
"1337644800","48.268721885118","48.41278355644","48.41278355644","47.932577985366","270","2012-05-22 00:00:00",""
"1337731200","47.596434085614","48.268721885118","48.028619099581","47.596434085614","40","2012-05-23 00:00:00",""
"1337817600","47.980598542474","47.596434085614","48.028619099581","47.212269628755","2730","2012-05-24 00:00:00",""
"1338076800","48.941009684622","47.980598542474","48.941009684622","48.220701328011","760","2012-05-27 00:00:00",""
"1338249600","47.740495756937","48.941009684622","48.700906899085","47.740495756937","50","2012-05-29 00:00:00",""
"1338336000","46.588002386358","47.740495756937","47.548413528507","46.588002386358","2700","2012-05-30 00:00:00",""
"1338422400","47.068207957433","46.588002386358","47.644454642722","46.395920157929","2760","2012-05-31 00:00:00",""
"1338681600","47.836536871151","47.068207957433","47.836536871151","47.260290185862","430","2012-06-03 00:00:00",""
"1338768000","48.124660213796","47.836536871151","48.124660213796","47.740495756937","680","2012-06-04 00:00:00",""
"1338854400","47.452372414292","48.124660213796","47.884557428259","47.404351857185","2300","2012-06-05 00:00:00",""
"1338940800","47.212269628755","47.452372414292","47.740495756937","46.972166843218","1520","2012-06-06 00:00:00",""
"1339027200","47.884557428259","47.212269628755","47.884557428259","47.164249071647","850","2012-06-07 00:00:00",""
"1339286400","47.020187400325","47.884557428259","48.460804113548","46.780084614788","2410","2012-06-10 00:00:00",""
